,source,target,gene_A,gene_B,type_gene_A,type_gene_B,MeanLR
2917,Neural,MSC,CD6,ALCAM,Ligand,Receptor,2.206
2918,Neural,Fibroblast,CD6,ALCAM,Ligand,Receptor,2.206
2919,Neural,Megakaryocyte,CD6,ALCAM,Ligand,Receptor,2.206
2920,Neural,Myeloid,CD6,ALCAM,Ligand,Receptor,2.206
2921,MSC,Neural,CD6,ALCAM,Ligand,Receptor,2.206
2922,MSC,MSC,CD6,ALCAM,Ligand,Receptor,2.206
2923,MSC,Fibroblast,CD6,ALCAM,Ligand,Receptor,2.206
2924,MSC,Megakaryocyte,CD6,ALCAM,Ligand,Receptor,2.206
2925,MSC,Myeloid,CD6,ALCAM,Ligand,Receptor,2.206
2926,Fibroblast,Neural,CD6,ALCAM,Ligand,Receptor,2.206
2927,Fibroblast,MSC,CD6,ALCAM,Ligand,Receptor,2.206
2928,Fibroblast,Fibroblast,CD6,ALCAM,Ligand,Receptor,2.206
2929,Fibroblast,Megakaryocyte,CD6,ALCAM,Ligand,Receptor,2.206
2930,Fibroblast,Myeloid,CD6,ALCAM,Ligand,Receptor,2.206
2931,Megakaryocyte,Neural,CD6,ALCAM,Ligand,Receptor,2.206
2932,Megakaryocyte,MSC,CD6,ALCAM,Ligand,Receptor,2.206
2933,Megakaryocyte,Fibroblast,CD6,ALCAM,Ligand,Receptor,2.206
2934,Megakaryocyte,Megakaryocyte,CD6,ALCAM,Ligand,Receptor,2.206
2935,Megakaryocyte,Myeloid,CD6,ALCAM,Ligand,Receptor,2.206
2936,Myeloid,Neural,CD6,ALCAM,Ligand,Receptor,2.206
2937,Myeloid,MSC,CD6,ALCAM,Ligand,Receptor,2.206
2938,Myeloid,Fibroblast,CD6,ALCAM,Ligand,Receptor,2.206
2939,Myeloid,Megakaryocyte,CD6,ALCAM,Ligand,Receptor,2.206
2940,Myeloid,Myeloid,CD6,ALCAM,Ligand,Receptor,2.206
2941,Neural,Neural,NETO2,NRG1,Ligand,Receptor,2.245
2942,MSC,Neural,NETO2,NRG1,Ligand,Receptor,2.245
2943,Fibroblast,Neural,NETO2,NRG1,Ligand,Receptor,2.245
2944,Megakaryocyte,Neural,NETO2,NRG1,Ligand,Receptor,2.245
2945,Myeloid,Neural,NETO2,NRG1,Ligand,Receptor,2.245
2946,Neural,MSC,NETO2,NRG1,Ligand,Receptor,2.245
2947,MSC,MSC,NETO2,NRG1,Ligand,Receptor,2.245
2948,Fibroblast,MSC,NETO2,NRG1,Ligand,Receptor,2.245
2949,Megakaryocyte,MSC,NETO2,NRG1,Ligand,Receptor,2.245
2950,Myeloid,MSC,NETO2,NRG1,Ligand,Receptor,2.245
2951,Neural,Fibroblast,NETO2,NRG1,Ligand,Receptor,2.245
2952,MSC,Fibroblast,NETO2,NRG1,Ligand,Receptor,2.245
2953,Fibroblast,Fibroblast,NETO2,NRG1,Ligand,Receptor,2.245
2954,Megakaryocyte,Fibroblast,NETO2,NRG1,Ligand,Receptor,2.245
2955,Myeloid,Fibroblast,NETO2,NRG1,Ligand,Receptor,2.245
2956,Neural,Megakaryocyte,NETO2,NRG1,Ligand,Receptor,2.245
2957,MSC,Megakaryocyte,NETO2,NRG1,Ligand,Receptor,2.245
2958,Fibroblast,Megakaryocyte,NETO2,NRG1,Ligand,Receptor,2.245
2959,Megakaryocyte,Megakaryocyte,NETO2,NRG1,Ligand,Receptor,2.245
2960,Myeloid,Megakaryocyte,NETO2,NRG1,Ligand,Receptor,2.245
2961,Neural,Myeloid,NETO2,NRG1,Ligand,Receptor,2.245
2962,MSC,Myeloid,NETO2,NRG1,Ligand,Receptor,2.245
2963,Fibroblast,Myeloid,NETO2,NRG1,Ligand,Receptor,2.245
2964,Megakaryocyte,Myeloid,NETO2,NRG1,Ligand,Receptor,2.245
2965,Myeloid,Myeloid,NETO2,NRG1,Ligand,Receptor,2.245
2966,Neural,Neural,TNF,SEMA4C,Ligand,Receptor,2.207
2967,Neural,MSC,TNF,SEMA4C,Ligand,Receptor,2.207
2968,Neural,Fibroblast,TNF,SEMA4C,Ligand,Receptor,2.207
2969,Neural,Megakaryocyte,TNF,SEMA4C,Ligand,Receptor,2.207
2970,Neural,Myeloid,TNF,SEMA4C,Ligand,Receptor,2.207
2971,MSC,Neural,TNF,SEMA4C,Ligand,Receptor,2.207
2972,MSC,MSC,TNF,SEMA4C,Ligand,Receptor,2.207
2973,MSC,Fibroblast,TNF,SEMA4C,Ligand,Receptor,2.207
2974,MSC,Megakaryocyte,TNF,SEMA4C,Ligand,Receptor,2.207
2975,MSC,Myeloid,TNF,SEMA4C,Ligand,Receptor,2.207
2976,Fibroblast,Neural,TNF,SEMA4C,Ligand,Receptor,2.207
2977,Fibroblast,MSC,TNF,SEMA4C,Ligand,Receptor,2.207
2978,Fibroblast,Fibroblast,TNF,SEMA4C,Ligand,Receptor,2.207
2979,Fibroblast,Megakaryocyte,TNF,SEMA4C,Ligand,Receptor,2.207
2980,Fibroblast,Myeloid,TNF,SEMA4C,Ligand,Receptor,2.207
2981,Megakaryocyte,Neural,TNF,SEMA4C,Ligand,Receptor,2.207
2982,Megakaryocyte,MSC,TNF,SEMA4C,Ligand,Receptor,2.207
2983,Megakaryocyte,Fibroblast,TNF,SEMA4C,Ligand,Receptor,2.207
2984,Megakaryocyte,Megakaryocyte,TNF,SEMA4C,Ligand,Receptor,2.207
2985,Megakaryocyte,Myeloid,TNF,SEMA4C,Ligand,Receptor,2.207
2986,Myeloid,Neural,TNF,SEMA4C,Ligand,Receptor,2.207
2987,Myeloid,MSC,TNF,SEMA4C,Ligand,Receptor,2.207
2988,Myeloid,Fibroblast,TNF,SEMA4C,Ligand,Receptor,2.207
2989,Myeloid,Megakaryocyte,TNF,SEMA4C,Ligand,Receptor,2.207
2990,Myeloid,Myeloid,TNF,SEMA4C,Ligand,Receptor,2.207
2991,Neural,Neural,IL1B,IL1R2,Ligand,Receptor,2.245
2992,Neural,MSC,IL1B,IL1R2,Ligand,Receptor,2.245
2993,Neural,Fibroblast,IL1B,IL1R2,Ligand,Receptor,2.245
2994,Neural,Megakaryocyte,IL1B,IL1R2,Ligand,Receptor,2.245
2995,Neural,Myeloid,IL1B,IL1R2,Ligand,Receptor,2.245
2996,MSC,Neural,IL1B,IL1R2,Ligand,Receptor,2.245
2997,MSC,MSC,IL1B,IL1R2,Ligand,Receptor,2.245
2998,MSC,Fibroblast,IL1B,IL1R2,Ligand,Receptor,2.245
2999,MSC,Megakaryocyte,IL1B,IL1R2,Ligand,Receptor,2.245
3000,MSC,Myeloid,IL1B,IL1R2,Ligand,Receptor,2.245
3001,Fibroblast,Neural,IL1B,IL1R2,Ligand,Receptor,2.245
3002,Fibroblast,MSC,IL1B,IL1R2,Ligand,Receptor,2.245
3003,Fibroblast,Fibroblast,IL1B,IL1R2,Ligand,Receptor,2.245
3004,Fibroblast,Megakaryocyte,IL1B,IL1R2,Ligand,Receptor,2.245
3005,Fibroblast,Myeloid,IL1B,IL1R2,Ligand,Receptor,2.245
3006,Megakaryocyte,Neural,IL1B,IL1R2,Ligand,Receptor,2.245
3007,Megakaryocyte,MSC,IL1B,IL1R2,Ligand,Receptor,2.245
3008,Megakaryocyte,Fibroblast,IL1B,IL1R2,Ligand,Receptor,2.245
3009,Megakaryocyte,Megakaryocyte,IL1B,IL1R2,Ligand,Receptor,2.245
3010,Megakaryocyte,Myeloid,IL1B,IL1R2,Ligand,Receptor,2.245
3011,Myeloid,Neural,IL1B,IL1R2,Ligand,Receptor,2.245
3012,Myeloid,MSC,IL1B,IL1R2,Ligand,Receptor,2.245
3013,Myeloid,Fibroblast,IL1B,IL1R2,Ligand,Receptor,2.245
3014,Myeloid,Megakaryocyte,IL1B,IL1R2,Ligand,Receptor,2.245
3015,Myeloid,Myeloid,IL1B,IL1R2,Ligand,Receptor,2.245
3016,Neural,Neural,TNF,RIPK1,Ligand,Receptor,2.245
3017,Neural,MSC,TNF,RIPK1,Ligand,Receptor,2.245
3018,Neural,Fibroblast,TNF,RIPK1,Ligand,Receptor,2.245
3019,Neural,Megakaryocyte,TNF,RIPK1,Ligand,Receptor,2.245
3020,Neural,Myeloid,TNF,RIPK1,Ligand,Receptor,2.245
3021,MSC,Neural,TNF,RIPK1,Ligand,Receptor,2.245
3022,MSC,MSC,TNF,RIPK1,Ligand,Receptor,2.245
3023,MSC,Fibroblast,TNF,RIPK1,Ligand,Receptor,2.245
3024,MSC,Megakaryocyte,TNF,RIPK1,Ligand,Receptor,2.245
3025,MSC,Myeloid,TNF,RIPK1,Ligand,Receptor,2.245
3026,Fibroblast,Neural,TNF,RIPK1,Ligand,Receptor,2.245
3027,Fibroblast,MSC,TNF,RIPK1,Ligand,Receptor,2.245
3028,Fibroblast,Fibroblast,TNF,RIPK1,Ligand,Receptor,2.245
3029,Fibroblast,Megakaryocyte,TNF,RIPK1,Ligand,Receptor,2.245
3030,Fibroblast,Myeloid,TNF,RIPK1,Ligand,Receptor,2.245
3031,Megakaryocyte,Neural,TNF,RIPK1,Ligand,Receptor,2.245
3032,Megakaryocyte,MSC,TNF,RIPK1,Ligand,Receptor,2.245
3033,Megakaryocyte,Fibroblast,TNF,RIPK1,Ligand,Receptor,2.245
3034,Megakaryocyte,Megakaryocyte,TNF,RIPK1,Ligand,Receptor,2.245
3035,Megakaryocyte,Myeloid,TNF,RIPK1,Ligand,Receptor,2.245
3036,Myeloid,Neural,TNF,RIPK1,Ligand,Receptor,2.245
3037,Myeloid,MSC,TNF,RIPK1,Ligand,Receptor,2.245
3038,Myeloid,Fibroblast,TNF,RIPK1,Ligand,Receptor,2.245
3039,Myeloid,Megakaryocyte,TNF,RIPK1,Ligand,Receptor,2.245
3040,Myeloid,Myeloid,TNF,RIPK1,Ligand,Receptor,2.245
3041,Neural,Neural,TNF,DAG1,Ligand,Receptor,2.245
3042,Neural,MSC,TNF,DAG1,Ligand,Receptor,2.245
3043,Neural,Fibroblast,TNF,DAG1,Ligand,Receptor,2.245
3044,Neural,Megakaryocyte,TNF,DAG1,Ligand,Receptor,2.245
3045,Neural,Myeloid,TNF,DAG1,Ligand,Receptor,2.245
3046,MSC,Neural,TNF,DAG1,Ligand,Receptor,2.245
3047,MSC,MSC,TNF,DAG1,Ligand,Receptor,2.245
3048,MSC,Fibroblast,TNF,DAG1,Ligand,Receptor,2.245
3049,MSC,Megakaryocyte,TNF,DAG1,Ligand,Receptor,2.245
3050,MSC,Myeloid,TNF,DAG1,Ligand,Receptor,2.245
3051,Fibroblast,Neural,TNF,DAG1,Ligand,Receptor,2.245
3052,Fibroblast,MSC,TNF,DAG1,Ligand,Receptor,2.245
3053,Fibroblast,Fibroblast,TNF,DAG1,Ligand,Receptor,2.245
3054,Fibroblast,Megakaryocyte,TNF,DAG1,Ligand,Receptor,2.245
3055,Fibroblast,Myeloid,TNF,DAG1,Ligand,Receptor,2.245
3056,Megakaryocyte,Neural,TNF,DAG1,Ligand,Receptor,2.245
3057,Megakaryocyte,MSC,TNF,DAG1,Ligand,Receptor,2.245
3058,Megakaryocyte,Fibroblast,TNF,DAG1,Ligand,Receptor,2.245
3059,Megakaryocyte,Megakaryocyte,TNF,DAG1,Ligand,Receptor,2.245
3060,Megakaryocyte,Myeloid,TNF,DAG1,Ligand,Receptor,2.245
3061,Myeloid,Neural,TNF,DAG1,Ligand,Receptor,2.245
3062,Myeloid,MSC,TNF,DAG1,Ligand,Receptor,2.245
3063,Myeloid,Fibroblast,TNF,DAG1,Ligand,Receptor,2.245
3064,Myeloid,Megakaryocyte,TNF,DAG1,Ligand,Receptor,2.245
3065,Myeloid,Myeloid,TNF,DAG1,Ligand,Receptor,2.245
3066,Neural,Neural,CD5L,CD5L,Ligand,Receptor,2.245
3067,Neural,MSC,CD5L,CD5L,Ligand,Receptor,2.245
3068,Neural,Fibroblast,CD5L,CD5L,Ligand,Receptor,2.245
3069,Neural,Megakaryocyte,CD5L,CD5L,Ligand,Receptor,2.245
3070,Neural,Myeloid,CD5L,CD5L,Ligand,Receptor,2.245
3071,MSC,Neural,CD5L,CD5L,Ligand,Receptor,2.245
3072,MSC,MSC,CD5L,CD5L,Ligand,Receptor,2.245
3073,MSC,Fibroblast,CD5L,CD5L,Ligand,Receptor,2.245
3074,MSC,Megakaryocyte,CD5L,CD5L,Ligand,Receptor,2.245
3075,MSC,Myeloid,CD5L,CD5L,Ligand,Receptor,2.245
3076,Fibroblast,Neural,CD5L,CD5L,Ligand,Receptor,2.245
3077,Fibroblast,MSC,CD5L,CD5L,Ligand,Receptor,2.245
3078,Fibroblast,Fibroblast,CD5L,CD5L,Ligand,Receptor,2.245
3079,Fibroblast,Megakaryocyte,CD5L,CD5L,Ligand,Receptor,2.245
3080,Fibroblast,Myeloid,CD5L,CD5L,Ligand,Receptor,2.245
3081,Megakaryocyte,Neural,CD5L,CD5L,Ligand,Receptor,2.245
3082,Megakaryocyte,MSC,CD5L,CD5L,Ligand,Receptor,2.245
3083,Megakaryocyte,Fibroblast,CD5L,CD5L,Ligand,Receptor,2.245
3084,Megakaryocyte,Megakaryocyte,CD5L,CD5L,Ligand,Receptor,2.245
3085,Megakaryocyte,Myeloid,CD5L,CD5L,Ligand,Receptor,2.245
3086,Myeloid,Neural,CD5L,CD5L,Ligand,Receptor,2.245
3087,Myeloid,MSC,CD5L,CD5L,Ligand,Receptor,2.245
3088,Myeloid,Fibroblast,CD5L,CD5L,Ligand,Receptor,2.245
3089,Myeloid,Megakaryocyte,CD5L,CD5L,Ligand,Receptor,2.245
3090,Myeloid,Myeloid,CD5L,CD5L,Ligand,Receptor,2.245
3091,Neural,Neural,CD96,PVR,Ligand,Receptor,2.213
3092,MSC,Neural,CD96,PVR,Ligand,Receptor,2.213
3093,Fibroblast,Neural,CD96,PVR,Ligand,Receptor,2.213
3094,Megakaryocyte,Neural,CD96,PVR,Ligand,Receptor,2.213
3095,Myeloid,Neural,CD96,PVR,Ligand,Receptor,2.213
3096,Neural,MSC,CD96,PVR,Ligand,Receptor,2.213
3097,MSC,MSC,CD96,PVR,Ligand,Receptor,2.213
3098,Fibroblast,MSC,CD96,PVR,Ligand,Receptor,2.213
3099,Megakaryocyte,MSC,CD96,PVR,Ligand,Receptor,2.213
3100,Myeloid,MSC,CD96,PVR,Ligand,Receptor,2.213
3101,Neural,Fibroblast,CD96,PVR,Ligand,Receptor,2.213
3102,MSC,Fibroblast,CD96,PVR,Ligand,Receptor,2.213
3103,Fibroblast,Fibroblast,CD96,PVR,Ligand,Receptor,2.213
3104,Megakaryocyte,Fibroblast,CD96,PVR,Ligand,Receptor,2.213
3105,Myeloid,Fibroblast,CD96,PVR,Ligand,Receptor,2.213
3106,Neural,Megakaryocyte,CD96,PVR,Ligand,Receptor,2.213
3107,MSC,Megakaryocyte,CD96,PVR,Ligand,Receptor,2.213
3108,Fibroblast,Megakaryocyte,CD96,PVR,Ligand,Receptor,2.213
3109,Megakaryocyte,Megakaryocyte,CD96,PVR,Ligand,Receptor,2.213
3110,Myeloid,Megakaryocyte,CD96,PVR,Ligand,Receptor,2.213
3111,Neural,Myeloid,CD96,PVR,Ligand,Receptor,2.213
3112,MSC,Myeloid,CD96,PVR,Ligand,Receptor,2.213
3113,Fibroblast,Myeloid,CD96,PVR,Ligand,Receptor,2.213
3114,Megakaryocyte,Myeloid,CD96,PVR,Ligand,Receptor,2.213
3115,Myeloid,Myeloid,CD96,PVR,Ligand,Receptor,2.213
3116,Neural,Neural,TIGIT,PVR,Ligand,Receptor,2.19
3117,MSC,Neural,TIGIT,PVR,Ligand,Receptor,2.19
3118,Fibroblast,Neural,TIGIT,PVR,Ligand,Receptor,2.19
3119,Megakaryocyte,Neural,TIGIT,PVR,Ligand,Receptor,2.19
3120,Myeloid,Neural,TIGIT,PVR,Ligand,Receptor,2.19
3121,Neural,MSC,TIGIT,PVR,Ligand,Receptor,2.19
3122,MSC,MSC,TIGIT,PVR,Ligand,Receptor,2.19
3123,Fibroblast,MSC,TIGIT,PVR,Ligand,Receptor,2.19
3124,Megakaryocyte,MSC,TIGIT,PVR,Ligand,Receptor,2.19
3125,Myeloid,MSC,TIGIT,PVR,Ligand,Receptor,2.19
3126,Neural,Fibroblast,TIGIT,PVR,Ligand,Receptor,2.19
3127,MSC,Fibroblast,TIGIT,PVR,Ligand,Receptor,2.19
3128,Fibroblast,Fibroblast,TIGIT,PVR,Ligand,Receptor,2.19
3129,Megakaryocyte,Fibroblast,TIGIT,PVR,Ligand,Receptor,2.19
3130,Myeloid,Fibroblast,TIGIT,PVR,Ligand,Receptor,2.19
3131,Neural,Megakaryocyte,TIGIT,PVR,Ligand,Receptor,2.19
3132,MSC,Megakaryocyte,TIGIT,PVR,Ligand,Receptor,2.19
3133,Fibroblast,Megakaryocyte,TIGIT,PVR,Ligand,Receptor,2.19
3134,Megakaryocyte,Megakaryocyte,TIGIT,PVR,Ligand,Receptor,2.19
3135,Myeloid,Megakaryocyte,TIGIT,PVR,Ligand,Receptor,2.19
3136,Neural,Myeloid,TIGIT,PVR,Ligand,Receptor,2.19
3137,MSC,Myeloid,TIGIT,PVR,Ligand,Receptor,2.19
3138,Fibroblast,Myeloid,TIGIT,PVR,Ligand,Receptor,2.19
3139,Megakaryocyte,Myeloid,TIGIT,PVR,Ligand,Receptor,2.19
3140,Myeloid,Myeloid,TIGIT,PVR,Ligand,Receptor,2.19
3141,Neural,Neural,ICOSLG,ICOS,Ligand,Receptor,2.245
3142,Neural,MSC,ICOSLG,ICOS,Ligand,Receptor,2.245
3143,Neural,Fibroblast,ICOSLG,ICOS,Ligand,Receptor,2.245
3144,Neural,Megakaryocyte,ICOSLG,ICOS,Ligand,Receptor,2.245
3145,Neural,Myeloid,ICOSLG,ICOS,Ligand,Receptor,2.245
3146,MSC,Neural,ICOSLG,ICOS,Ligand,Receptor,2.245
3147,MSC,MSC,ICOSLG,ICOS,Ligand,Receptor,2.245
3148,MSC,Fibroblast,ICOSLG,ICOS,Ligand,Receptor,2.245
3149,MSC,Megakaryocyte,ICOSLG,ICOS,Ligand,Receptor,2.245
3150,MSC,Myeloid,ICOSLG,ICOS,Ligand,Receptor,2.245
3151,Fibroblast,Neural,ICOSLG,ICOS,Ligand,Receptor,2.245
3152,Fibroblast,MSC,ICOSLG,ICOS,Ligand,Receptor,2.245
3153,Fibroblast,Fibroblast,ICOSLG,ICOS,Ligand,Receptor,2.245
3154,Fibroblast,Megakaryocyte,ICOSLG,ICOS,Ligand,Receptor,2.245
3155,Fibroblast,Myeloid,ICOSLG,ICOS,Ligand,Receptor,2.245
3156,Megakaryocyte,Neural,ICOSLG,ICOS,Ligand,Receptor,2.245
3157,Megakaryocyte,MSC,ICOSLG,ICOS,Ligand,Receptor,2.245
3158,Megakaryocyte,Fibroblast,ICOSLG,ICOS,Ligand,Receptor,2.245
3159,Megakaryocyte,Megakaryocyte,ICOSLG,ICOS,Ligand,Receptor,2.245
3160,Megakaryocyte,Myeloid,ICOSLG,ICOS,Ligand,Receptor,2.245
3161,Myeloid,Neural,ICOSLG,ICOS,Ligand,Receptor,2.245
3162,Myeloid,MSC,ICOSLG,ICOS,Ligand,Receptor,2.245
3163,Myeloid,Fibroblast,ICOSLG,ICOS,Ligand,Receptor,2.245
3164,Myeloid,Megakaryocyte,ICOSLG,ICOS,Ligand,Receptor,2.245
3165,Myeloid,Myeloid,ICOSLG,ICOS,Ligand,Receptor,2.245
3166,Neural,Neural,TNF,TNFRSF1B,Ligand,Receptor,2.206
3167,Neural,MSC,TNF,TNFRSF1B,Ligand,Receptor,2.206
3168,Neural,Fibroblast,TNF,TNFRSF1B,Ligand,Receptor,2.206
3169,Neural,Megakaryocyte,TNF,TNFRSF1B,Ligand,Receptor,2.206
3170,Neural,Myeloid,TNF,TNFRSF1B,Ligand,Receptor,2.206
3171,MSC,Neural,TNF,TNFRSF1B,Ligand,Receptor,2.206
3172,MSC,MSC,TNF,TNFRSF1B,Ligand,Receptor,2.206
3173,MSC,Fibroblast,TNF,TNFRSF1B,Ligand,Receptor,2.206
3174,MSC,Megakaryocyte,TNF,TNFRSF1B,Ligand,Receptor,2.206
3175,MSC,Myeloid,TNF,TNFRSF1B,Ligand,Receptor,2.206
3176,Fibroblast,Neural,TNF,TNFRSF1B,Ligand,Receptor,2.206
3177,Fibroblast,MSC,TNF,TNFRSF1B,Ligand,Receptor,2.206
3178,Fibroblast,Fibroblast,TNF,TNFRSF1B,Ligand,Receptor,2.206
3179,Fibroblast,Megakaryocyte,TNF,TNFRSF1B,Ligand,Receptor,2.206
3180,Fibroblast,Myeloid,TNF,TNFRSF1B,Ligand,Receptor,2.206
3181,Megakaryocyte,Neural,TNF,TNFRSF1B,Ligand,Receptor,2.206
3182,Megakaryocyte,MSC,TNF,TNFRSF1B,Ligand,Receptor,2.206
3183,Megakaryocyte,Fibroblast,TNF,TNFRSF1B,Ligand,Receptor,2.206
3184,Megakaryocyte,Megakaryocyte,TNF,TNFRSF1B,Ligand,Receptor,2.206
3185,Megakaryocyte,Myeloid,TNF,TNFRSF1B,Ligand,Receptor,2.206
3186,Myeloid,Neural,TNF,TNFRSF1B,Ligand,Receptor,2.206
3187,Myeloid,MSC,TNF,TNFRSF1B,Ligand,Receptor,2.206
3188,Myeloid,Fibroblast,TNF,TNFRSF1B,Ligand,Receptor,2.206
3189,Myeloid,Megakaryocyte,TNF,TNFRSF1B,Ligand,Receptor,2.206
3190,Myeloid,Myeloid,TNF,TNFRSF1B,Ligand,Receptor,2.206
3191,Neural,Neural,WNT5A,LRP5,Ligand,Receptor,2.207
3192,MSC,Neural,WNT5A,LRP5,Ligand,Receptor,2.207
3193,Fibroblast,Neural,WNT5A,LRP5,Ligand,Receptor,2.207
3194,Megakaryocyte,Neural,WNT5A,LRP5,Ligand,Receptor,2.207
3195,Myeloid,Neural,WNT5A,LRP5,Ligand,Receptor,2.207
3196,Neural,MSC,WNT5A,LRP5,Ligand,Receptor,2.207
3197,MSC,MSC,WNT5A,LRP5,Ligand,Receptor,2.207
3198,Fibroblast,MSC,WNT5A,LRP5,Ligand,Receptor,2.207
3199,Megakaryocyte,MSC,WNT5A,LRP5,Ligand,Receptor,2.207
3200,Myeloid,MSC,WNT5A,LRP5,Ligand,Receptor,2.207
3201,Neural,Fibroblast,WNT5A,LRP5,Ligand,Receptor,2.207
3202,MSC,Fibroblast,WNT5A,LRP5,Ligand,Receptor,2.207
3203,Fibroblast,Fibroblast,WNT5A,LRP5,Ligand,Receptor,2.207
3204,Megakaryocyte,Fibroblast,WNT5A,LRP5,Ligand,Receptor,2.207
3205,Myeloid,Fibroblast,WNT5A,LRP5,Ligand,Receptor,2.207
3206,Neural,Megakaryocyte,WNT5A,LRP5,Ligand,Receptor,2.207
3207,MSC,Megakaryocyte,WNT5A,LRP5,Ligand,Receptor,2.207
3208,Fibroblast,Megakaryocyte,WNT5A,LRP5,Ligand,Receptor,2.207
3209,Megakaryocyte,Megakaryocyte,WNT5A,LRP5,Ligand,Receptor,2.207
3210,Myeloid,Megakaryocyte,WNT5A,LRP5,Ligand,Receptor,2.207
3211,Neural,Myeloid,WNT5A,LRP5,Ligand,Receptor,2.207
3212,MSC,Myeloid,WNT5A,LRP5,Ligand,Receptor,2.207
3213,Fibroblast,Myeloid,WNT5A,LRP5,Ligand,Receptor,2.207
3214,Megakaryocyte,Myeloid,WNT5A,LRP5,Ligand,Receptor,2.207
3215,Myeloid,Myeloid,WNT5A,LRP5,Ligand,Receptor,2.207
3216,Neural,Neural,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3217,Neural,MSC,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3218,Neural,Fibroblast,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3219,Neural,Megakaryocyte,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3220,Neural,Myeloid,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3221,MSC,Neural,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3222,MSC,MSC,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3223,MSC,Fibroblast,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3224,MSC,Megakaryocyte,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3225,MSC,Myeloid,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3226,Fibroblast,Neural,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3227,Fibroblast,MSC,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3228,Fibroblast,Fibroblast,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3229,Fibroblast,Megakaryocyte,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3230,Fibroblast,Myeloid,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3231,Megakaryocyte,Neural,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3232,Megakaryocyte,MSC,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3233,Megakaryocyte,Fibroblast,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3234,Megakaryocyte,Megakaryocyte,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3235,Megakaryocyte,Myeloid,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3236,Myeloid,Neural,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3237,Myeloid,MSC,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3238,Myeloid,Fibroblast,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3239,Myeloid,Megakaryocyte,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3240,Myeloid,Myeloid,DCBLD2,SEMA4B,Ligand,Receptor,2.222
3241,Neural,Neural,FGF2,SDC1,Ligand,Receptor,2.202
3242,Neural,MSC,FGF2,SDC1,Ligand,Receptor,2.202
3243,Neural,Fibroblast,FGF2,SDC1,Ligand,Receptor,2.202
3244,Neural,Megakaryocyte,FGF2,SDC1,Ligand,Receptor,2.202
3245,Neural,Myeloid,FGF2,SDC1,Ligand,Receptor,2.202
3246,MSC,Neural,FGF2,SDC1,Ligand,Receptor,2.202
3247,MSC,MSC,FGF2,SDC1,Ligand,Receptor,2.202
3248,MSC,Fibroblast,FGF2,SDC1,Ligand,Receptor,2.202
3249,MSC,Megakaryocyte,FGF2,SDC1,Ligand,Receptor,2.202
3250,MSC,Myeloid,FGF2,SDC1,Ligand,Receptor,2.202
3251,Fibroblast,Neural,FGF2,SDC1,Ligand,Receptor,2.202
3252,Fibroblast,MSC,FGF2,SDC1,Ligand,Receptor,2.202
3253,Fibroblast,Fibroblast,FGF2,SDC1,Ligand,Receptor,2.202
3254,Fibroblast,Megakaryocyte,FGF2,SDC1,Ligand,Receptor,2.202
3255,Fibroblast,Myeloid,FGF2,SDC1,Ligand,Receptor,2.202
3256,Megakaryocyte,Neural,FGF2,SDC1,Ligand,Receptor,2.202
3257,Megakaryocyte,MSC,FGF2,SDC1,Ligand,Receptor,2.202
3258,Megakaryocyte,Fibroblast,FGF2,SDC1,Ligand,Receptor,2.202
3259,Megakaryocyte,Megakaryocyte,FGF2,SDC1,Ligand,Receptor,2.202
3260,Megakaryocyte,Myeloid,FGF2,SDC1,Ligand,Receptor,2.202
3261,Myeloid,Neural,FGF2,SDC1,Ligand,Receptor,2.202
3262,Myeloid,MSC,FGF2,SDC1,Ligand,Receptor,2.202
3263,Myeloid,Fibroblast,FGF2,SDC1,Ligand,Receptor,2.202
3264,Myeloid,Megakaryocyte,FGF2,SDC1,Ligand,Receptor,2.202
3265,Myeloid,Myeloid,FGF2,SDC1,Ligand,Receptor,2.202
3266,Neural,Neural,CD40LG,LTB4R2,Ligand,Receptor,2.245
3267,Neural,MSC,CD40LG,LTB4R2,Ligand,Receptor,2.245
3268,Neural,Fibroblast,CD40LG,LTB4R2,Ligand,Receptor,2.245
